Revenue,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expense,Operating Expenses,Interest Expense,Income Tax Expense,Net Income,Gross Margin,Profit Margin,Free Cash Flow margin,Consolidated Income,Short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Long-term investments,Total non-current assets,Payables,Short-term debt,Total current liabilities,Total debt,Deferred revenue,Total liabilities,Other comprehensive income,Total shareholders equity,Investments,Depreciation & Amortization,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Issuance (repayment) of debt,Issuance (buybacks) of shares,Effect of forex changes on cash,Net Income per Share,Shareholders Equity per Share,Market Cap,Enterprise Value,Income Quality,Invested Capital,Average Payables,Days Sales Outstanding,Operating Income Growth,Inventory Growth,Asset Growth,Debt Growth,R&D Expense Growth,Class
709526000,305598000,403928000,0,50315000,211025000,68473000,6673000,118253000,0.5693,0.165,-0.0406,118253000,0,206958000,0,796788000,2010755000,0,,110849000,0,157499000,1688721000,40907000,1953610000,0,1977737000,0,160710000,-223013000,0,0,83385000,0,0,0.3989,6.6713,958830185,2369287707,1.6554,4598392000,122456500,106.465,0.049,0,0.0104,0.0474,0,0
712000000,,,,60000000,,,7000000,118000000,0,0.165730337,,118000000,,207000000,,,,,,,,,1689000000,,1954000000,1978000000,1978000000,,163000000,-223000000,,0,-612000000,,,,,,,,,,,,,,,,0
95000000,,,,11000000,,,,6000000,0,0.063157895,,6000000,,0,,,,,,,,,473000000,,662000000,0,267000000,,43000000,,,1000000,-195000000,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,120000,,,,,,,,,,,,,,,1000000,-1000000,,1000000,-5000000,,,,,,,,,,,,,,,,0
58671424,46806305,11865119,0,3745730,3745730,497798,1294699,6329114,0.2022,0.108,-0.4193,6329114,0,15601759,0,185280001,349240011,0,194372588,27945073,30849865,110040028,129647312,4247477,217763223,-3494785,161889366,0,67074,-97524,0,0,20219912,0,-52607,0.1405,3.5935,55862000,180792708,-3.8711,394543269,31860188.5,97.0599,0.3057,0,0.0653,0.1929,0,0
68321,199799,-131478,0,337826,1194804,68577,10653,-314224,-1.9244,-4.599,-12.0459,-304721,0,0,0,11335490,857464,9855705,,162450,0,1980000,1550000,0,2063801,0,19859966,15967200,15398,-34872,323286,2999710,168395,0,0,-0.3135,19.8126,14484564.4,-4904286.44,2.5081,18482684,157972.5,0,0.0034,0,-0.0273,-0.0313,0,1
9197179,4881624,4315555,0,5230732,6671022,489792,-227568,-2191972,0.4692,-0.238,-0.3398,-2626754,0,626174,0,1464967,13694268,0,20707865,1763498,2056393,4405500,11150638,0,18547583,0,4431180,0,2161401,-2254499,2231001,-879650,1200814,-77037,0,-0.2264,0.4576,20905549.2,31577352.2,0.3973,27506135,1963321,24.8504,-2.4726,0,-0.0738,-0.2455,0,0
69005000,47883000,21122000,0,2821000,8126000,9604000,521000,-1653000,0.3061,-0.024,0.0738,-1676000,5404000,0,0,10273000,97076000,18388000,,18792000,0,24904000,186025000,0,208527000,0,-47545000,18388000,5389000,-1203000,-119000,-360000,-2420000,-544000,0,-0.6969,-20.0463,59977756.6,230864143.3,-3.8076,308961000,19392500,0,1.3215,0,-0.0113,-0.0096,0,1
25000000,,,,5000000,,,0,0,0,0,,0,,,,,,,,,,,291000000,,344000000,,110000000,,7000000,-133000000,,1000000,-73000000,,,,,,,,,,,,,,,,1
53000000,,,,5000000,,,-3000000,19000000,0,0.358490566,,19000000,,5000000,,,,,,,,,491000000,,514000000,0,0,,12000000,-137000000,,0,-56000000,,0,,,,,,,,,,,,,,0
53000000,,,,5000000,,,-3000000,19000000,0,0.358490566,,19000000,,5000000,,,,,,,,,491000000,,514000000,0,0,,12000000,-137000000,,0,-56000000,,0,,,,,,,,,,,,,,0
19549387,10212761,9336626,0,4616086,6298776,225938,981000,1925539,0.4776,0.098,0.0961,1925539,0,2108364,0,7243726,49485089,2815727,57605213,79103,162569,2781328,5572477,0,14848528,368476,50000411,2815727,1962565,-2103042,0,-571853,-1156846,0,0,0.9552,24.8045,75591750,74487298,2.0681,60963159,79723,39.3646,0.1992,0,0.0205,-0.1691,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
24582000,7031000,17551000,0,2515000,6461000,190000,0,10900000,0.714,0.443,0.3397,10900000,0,940000,0,2340000,30679000,0,42461000,696000,0,1847000,1235000,215000,13657000,-20254000,31144000,0,1937000,0,0,0,-5622000,0,0,0.5704,1.6298,334416232.5,334622232.5,0.7661,43160000,632500,13.9574,-0.5275,0,0.1522,-0.8199,0,0
52827388,5227502,47599886,0,2008107,33454920,11114146,0,6937931,0.901,0.131,-0.5146,6937931,0,592045,0,11096346,207153794,7212044,,3340509,0,6146828,250221258,0,262122413,0,-35315177,7212044,13462395,-50784476,-2204750,0,37190955,-42548,0,1.8592,-9.4634,266023662.6,532909765,3.4019,469789589,3696302,4.0906,0.0667,0,0.1902,0.1764,0,0
127000000,,,,18000000,,,3000000,92000000,0,0.724409449,,92000000,,118000000,,,,,,,,,9640000000,,11080000000,6000000,972000000,,0,0,,-605000000,-240000000,,,,,,,,,,,,,,,,0
127000000,,,,18000000,,,3000000,92000000,0,0.724409449,,92000000,,118000000,,,,,,,,,9640000000,,11080000000,6000000,972000000,,0,0,,-605000000,-240000000,,,,,,,,,,,,,,,,0
16587000,3057000,13530000,0,2698000,6907000,2769000,1602000,-1123000,0.8157,-0.068,0.344,1172000,0,838000,0,21398000,216726000,21039000,237905000,4362000,6048000,12471000,155181000,0,182235000,0,57037000,21039000,4209000,-2195000,3338000,265000,-3313000,0,629000,-0.2168,11.0107,,,-7.0356,381453000,4308000,18.4403,0.0479,0,0.0356,0.0361,0,1
712000000,,,,60000000,,,7000000,118000000,0,0.165730337,,118000000,,207000000,,,,,,,,,1689000000,,1954000000,1978000000,1978000000,,163000000,-223000000,,0,-612000000,,,,,,,,,,,,,,,,0
24818000,8205000,16613000,0,5189000,19290000,11581000,0,-8707000,0.6694,-0.385,0.2747,-14027000,0,0,0,19163000,278389000,0,,16015000,0,17112000,245632000,1357000,269811000,0,4096000,0,13998000,-1287000,231000,0,98549000,52559000,0,-4.0498,1.9051,70538391,300078913.1,-0.8479,528803000,10683500,0,-0.8399,0,1.2639,0.6903,0,0
1982265,0,1982265,0,384092,774228,489564,0,718473,1,0.221,0.5315,718473,0,0,0,10310633,15938067,0,9150000,22382,366520,480431,9893588,42775,10050274,0,7917456,0,237142,0,0,0,-344115,0,0,0.397,4.3751,11329501.8,20076359.8,2.4022,26143000,53569.5,0,0.6115,0,0.0115,-0.0312,0,0
7472793,3153887,4318906,0,1941880,3641435,880834,0,-146290,0.578,-0.02,0.1702,-146290,0,103289,0,2581534,0,1552090,,1954919,0,1954919,19417405,0,21372324,796603,38500984,1552090,1699555,-652910,0,0,0,0,0,-0.0192,5.053,35201946.78,50524709.22,-13.1567,76340177,1839188.5,5.045,9.3113,0,-0.0288,0.0022,0,0
154000000,,,,6000000,,,2000000,0,0,0,,0,,6000000,,,,,,,,,297000000,,316000000,-5000000,93000000,,17000000,,,0,-51000000,,,,,,,,,,,,,,,,0
222000,,-206000,,,2602286,0,,,-0.9279,,,,0,0,0,61925000,0,0,,301000,0,1055000,,,1055000,,60870000,0,,0,,,104272000,106289161,,,,44827446,-20191293,,,,0,,,,,,0
124000000,,,,49000000,,,,53000000,0,0.427419355,,53000000,,20000000,,,,,,,,,297000000,,328000000,3000000,587000000,,27000000,-10000000,,-31000000,-106000000,,,,,,,,,,,,,,,,0
59000000,,,,6000000,,,0,-12000000,0,-0.203389831,,-12000000,,12000000,,,,,,,,,308000000,,387000000,-53000000,64000000,,27000000,-7000000,,0,-18000000,,,,,,,,,,,,,,,,0
0,0,0,0,5076347,5076347,8221483,-1040873,-12249377,0,,0,-12249377,2845,0,0,,396334614,0,,41446681,0,32015437,119221399,0,207460547,-3156422,199236523,0,31357,0,0,0,2048507,0,2166,-0.065,1.0572,1533865569,2171261866,0.1678,525860055,39238057.5,0,0.0683,0,0.0711,0.0237,0,0
1.61E+11,77810000000,82736000000,0,35465000000,62766000000,6300000000,-14708000000,29450000000,0.5153,0.183,0.1081,29847000000,0,16522000000,0,79146000000,1.25E+11,1560000000,3.65E+11,34470000000,38374000000,81389000000,1.64E+11,4213000000,3.02E+11,7017000000,1.41E+11,1560000000,24387000000,-20647000000,2158000000,449000000,36452000000,-430000000,0,4.7972,22.9453,2.37E+11,3.50E+11,1.2907,2.57E+11,32804000000,37.5626,-0.1518,0,0.0997,0.3306,0,0
9474000000,2139000000,7335000000,0,3748000000,5868000000,935000000,472000000,-563000000,0.7742,-0.059,0.0471,-534000000,1130000000,755000000,72000000,3919000000,6237000000,1921000000,15565000000,1544000000,1268000000,4635000000,11630000000,0,15594000000,0,4331000000,3051000000,2094000000,-2029000000,12000000,-999000000,245000000,0,-354000000,-0.3205,2.4654,4599870000,,-4.3961,18379000000,1644000000,29.0875,0.3533,-0.424,-0.0806,0.0462,0,0
1.26E+11,53063000000,72971000000,0,28592000000,45546000000,4733000000,-9956000000,30101000000,0.579,0.239,0.0561,30550000000,0,23493000000,1034000000,29913000000,88568000000,1039000000,2.27E+11,21232000000,3453000000,33037000000,1.17E+11,0,2.12E+11,2659000000,43096000000,1039000000,16954000000,-17247000000,-2266000000,0,7760000000,0,0,7.3705,10.5524,2.18E+11,3.33E+11,0.8079,2.11E+11,20412500000,68.0368,-0.0624,-0.1398,0.0531,0.0834,0,1
17656000000,8203000000,9453000000,0,3508000000,7444000000,1481000000,-849000000,1389000000,0.5354,0.079,0.1303,1389000000,0,2557000000,0,4194000000,26852000000,0,71417000000,1555000000,443000000,4857000000,37726000000,892000000,52120000000,-1995000000,23491000000,0,3936000000,-1577000000,-7289000000,0,6826000000,0,0,2.2125,37.4175,18611348028,55750348028,2.7919,64645000000,1367000000,52.8605,-0.1389,0,0.6082,0.9162,0,0
11692713000,8033000000,3659713000,953710000,1867324000,2821034000,238204000,-73608000,558929000,0.313,0.048,-0.1722,558929000,0,0,0,7669974000,319404000,0,11342768000,4532596000,0,5466312000,6499432000,618622000,15430786000,-20557000,3581956000,0,6330385000,-227022000,0,268040000,3020510000,88378000,29848000,1.2942,8.2938,87009248309,90685885309,-3.1953,2541078000,4239074500,0,1.2083,0,0.3994,0.9319,0.2223,1
40604000000,17708000000,22896000000,0,12259000000,18243000000,1671000000,-1375000000,4536000000,0.5639,0.11,-0.0346,4536000000,0,5501000000,1566000000,8915000000,22196000000,0,61648000000,8710000000,1612000000,11515000000,28319000000,779000000,48004000000,8000000,22559000000,0,5984000000,-5237000000,0,4319000000,-724000000,-427000000,0,5.4529,27.1191,53278980836,80378980836,0.8549,48882000000,7993500000,49.4499,0.4473,0.4095,0.0709,0.0192,0,0
33347000000,18535000000,14812000000,0,7994000000,13028000000,2495000000,435000000,-1206000000,0.4442,-0.036,-0.3088,-1206000000,5444000000,4138000000,1064000000,14117000000,19209000000,0,71006000000,3281000000,5036000000,12458000000,40914000000,0,66315000000,-404000000,18808000000,5444000000,8150000000,-7009000000,0,5054000000,5549000000,50000000,0,-0.3029,4.7244,34608610506,67208610506,2.728,60225000000,3090000000,45.2925,1.7488,-0.0929,0.0778,0.2048,0,0
6663900000,2056600000,4607300000,0,637000000,2608900000,760400000,30700000,1238900000,0.6914,0.173,0.3184,1225400000,1000000,513600000,0,2038100000,11101000000,950100000,31176200000,447300000,774800000,2512100000,20205100000,268800000,25260000000,-1978300000,6241500000,951100000,1715900000,-803600000,-2007000000,14700000,1473700000,-646600000,6700000,2.8934,14.5768,60524500345,79773700345,2.5407,32530700000,408300000,28.1313,0.0785,0,0.0756,0.0902,0,1
14391375000,9673118000,4718257000,0,1891315000,3150492000,63172000,-515320000,2098689000,0.3279,0.146,0.1631,2165407000,501165000,653948000,321008000,3285023000,2183661000,185867000,26488743000,393305000,1068524000,4828004000,16202965000,1179561000,22452470000,882000,6937414000,687032000,817564000,-431795000,0,-450482000,-122719000,28574000,0,4.5034,14.8865,23411141831,37633433831,1.3244,39669219000,459004500,16.5857,-0.324,-0.2399,0.0666,-0.017,0,0
15049000000,5661000000,9388000000,,2476000000,7333000000,1890000000,310000000,-2778000000,0.623828826,-0.184596983,,-2778000000,,1540000000,,4332000000,19535000000,6671000000,53265000000,1047000000,4165000000,9966000000,38050000000,1101000000,50792000000,1656000000,6805000000,6671000000,4857000000,-1953000000,,26000000,-10506000000,-2976000000,104000000,,,,,,,,,,,,,,0
11276400000,4633100000,6643300000,0,1980400000,5850900000,1416100000,238900000,-2778100000,0.5891,-0.246,0.3953,-2720600000,494400000,1404500000,0,4331600000,14149000000,6671400000,53265200000,926000000,3667500000,9965800000,32644500000,936600000,51203800000,1656000000,6805000000,7165800000,3790600000,-1250000000,1882500000,25500000,-962100000,-2976200000,0,-3.3858,8.2937,29735165671,60212865671,-2.0546,64249000000,940250000,45.4615,-0.4953,0,-0.1614,-0.1297,0,0
512763000,312930000,199833000,107945000,111504000,219449000,1612000,315000,-63509000,0.3897,-0.124,0.0547,-63509000,0,120553000,32740000,344917000,14736000,0,26980000,56413000,0,163258000,0,83012000,219618000,0,152279000,0,5336000,-9229000,-2959000,-80000,-15755000,133419000,0,-2.2435,5.3794,5093742231,4916492231,-0.5872,27977000,43905000,85.8132,0.5476,-0.2485,1.0767,-1,0.417,0
54208000000,26336000000,19373000000,,12768000000,,,-1323000000,,0.3574,,,,3417000000,9904000000,1975000000,17413000000,34412000000,,,10821000000,,21031000000,,,56426000000,,9879000000,,8499000000,-6324000000,-365000000,,,,3000000,,,36391450000,,6.4434,,11156000000,66.6868,-0.0958,0.1058,0.026,,,0
112660000,47809000,64851000,0,38759000,133297000,34771000,190000,-89074000,0.5756,-0.791,-0.0318,-89074000,0,17113000,7273000,136410000,971119000,0,992855000,6273000,79215000,160317000,513866000,37799000,838041000,-6939000,291224000,0,77498000,-17435000,455000,0,-97204000,115994000,195000,-0.0764,0.2496,1611706962,2020293962,-0.1556,1355799000,7040500,55.4433,-0.0821,-0.1013,-0.003,-0.1083,0,0
7674770404,2935401144,4739369260,0,1649384855,3099514815,451637497.8,328833824.3,971096863.6,0.6175,0.0022,0.2159,980592618.3,882048171.9,682325420.2,173193554,2530445330,4558360769,394212441.5,7018506325,838953387.6,1169814590,2714798129,5331034483,0,7396725004,-153422283.8,2081545659,1276260613,1384716687,-849471495.4,-18887541.15,-144377057.7,404002772.5,-379414312.9,-9859643.043,5411.2905,11599.0986,10927080000,,2.5809,9665378617,764338706.8,32.4503,0.1978,-0.2555,0.0803,0.1318,0,0
13092000,2582000,10510000,8153000,24065000,35988000,19570000,416933000,2033667000,0.8028,155.337,-2.2992,2033667000,0,0,0,84054000,0,11835613000,11847735000,5381000,0,10549000,497370000,5168000,1444888000,8424000,10486901000,11835613000,3770000,-70000,0,0,-100000000,0,0,11.1834,57.669,16057033853,16473146853,-0.0148,12337353000,6656000,0,-0.2041,0,0.2441,-0.169,-0.2038,0
41581000000,0,41581000000,0,26541000000,37492000000,3090000000,-9087000000,9895000000,1,0.238,0.0982,10115000000,0,1635000000,0,2555000000,33888000000,0,1.44E+11,9045000000,2045000000,11090000000,70231000000,0,99092000000,-1000000,39084000000,0,10588000000,-7870000000,0,0,8658000000,-11599000000,0,38.5438,152.2433,86757583153,1.56E+11,1.2081,1.64E+11,8294500000,14.3521,0.2239,0,-0.0164,0.1374,0,0
59464419476,43166042447,16298377029,0,13019975031,13019975031,1755305868,5947565543,-7589263421,0.2741,-0.1598,0.1676,-7317103620,7640449438,18014981273,719101123.6,31887640449,37707865169,8235955056,1.61E+11,23184769039,15044943820,38196004994,58144818976,0,1.01E+11,37524344569,90137328340,15876404494,0,-7792759051,1136079900,1720349563,-808988764,31210986.27,-390761548.1,-1.8341,21.783,,,-2.3397,1.44E+11,27227248221,110.5782,0.478,-0.3,-0.2041,-0.2933,0,0
9306950000,3035655000,6271295000,0,0,5430287000,1603132000,-2862352000,1493177000,0.6738,0.16,0.1155,1494764000,0,390529000,0,903599000,6023826000,0,33908483000,806126000,593357000,2520362000,21941311000,111197000,29076039000,-10022000,5503214000,0,2930571000,-943313000,-46703000,-4773000,-520995000,350206000,0,2.1452,7.9063,15802758631,37413969631,1.3516,26076178000,1694580500,15.3158,0.8172,0,-0.0462,-0.0152,0,0
254220000,150188000,104032000,8941000,55753000,144914000,17653000,-409000,-61284000,0.4092,-0.241,-0.1275,-61195000,0,46900000,42437000,142859000,174178000,0,452335000,29298000,0,68577000,246497000,8722000,348798000,256000,245663000,0,45681000,-27360000,-67911000,0,94641000,15000000,474000,-0.8409,3.3707,762989264.1,974656264.1,0.0822,472267000,20889500,67.3373,-1.8222,0.8278,0.1759,0.6582,0.4301,0
1727674000,446312000,1281362000,0,130697000,822861000,326628000,13237000,103654000,0.7417,0.06,0.3886,103654000,0,108110000,0,259533000,2812346000,0,7060672000,33334000,20000000,278905000,9310686000,97969000,9919319000,-379460000,-2599114000,0,643100000,-147044000,-441547000,-166000,371108000,-854534000,-464000,0.8648,-21.6846,18880880367,28089859367,7.8962,12652148000,30827000,22.84,0.1838,0,-0.0055,0.061,0,1
22091123933,0,22091123933,0,0,21088129280,604682428,253922506.8,433022797.6,1,0,0.0639,512563092.2,912497420,6373390562,602333239.5,9220869688,12723819308,970469087.2,18826527817,7906423680,1511115489,8888415424,6445401070,102827657.4,15679113425,29069331.08,11062566845,1882966507,0,-2227220190,14132657.85,-500458767.2,-1159256966,0,-2940238.296,991648.6109,25333952.63,6453300000,,8.4014,21325477062,6918522104,105.3042,-0.1267,0.5956,0.0961,-0.0551,0,0
1.12E+11,14424123337,97503627570,0,22158252721,79346735187,31741233.37,5097188634,17273125756,0.8711,0.0233,0.1202,17293530834,9919891173,8366686820,1545042322,84370616687,1.10E+11,21016777509,1.46E+11,37082678356,0,80106106409,0,13326783555,80597339782,0,1.49E+11,30936668682,22639056832,-29316203144,6524788392,4303506651,-755743651.8,0,-79655380.89,184.8099,1593.9528,,,2.4762,83792170496,37103470207,27.284,0.0678,0.2149,0.0505,-1,0,0
448046000,124841000,323205000,15247000,84405000,221918000,0,-114284000,233856000,0.7214,0.487,-0.3136,233856000,11753000,68031000,20068000,411072000,3210162000,0,3370979000,43100000,85500000,214226000,1703555000,86002000,2185582000,-3796000,1596469000,11753000,122266000,-400107000,0,27427000,22207000,4235000,144000,2.3879,16.3015,1136462568,2440007568,1.1886,4833104000,27115500,55.4214,-0.4257,0.1024,0.0807,0.028,-0.0517,1
13000000,0,13000000,8000000,24000000,39000000,20000000,417000000,2034000000,1,156.4615385,,2034000000,0,0,,84000000,0,11836000000,11848000000,5000000,0,11000000,497000000,0,1445000000,8000000,10487000000,11836000000,4000000,0,,0,-600000000,,,,,,,,,,,,,,,,0
699090000,326888000,372202000,133286000,157688000,436464000,111944000,-1997000,-171995000,0.5324,-0.246,-0.3147,-171995000,0,117896000,45543000,592897000,656038000,0,810278000,27130000,1789000,316278000,1002657000,43448000,1594739000,-933000,-191564000,0,145490000,-280230000,0,125685000,175163000,0,743000,-2.166,-2.4124,985738201.4,1579247201,-0.3503,1593273000,29409500,61.5544,-1.4125,-0.094,0.126,0.2478,0.3782,0
4903038055,2416815766,2486222289,0,1812086983,1902304440,304938991.2,60709453.34,372850196.3,0.5071,0.023,0.0782,372850196.3,0,1633652975,37385986.11,2297610390,3273478707,9804590.758,7548467834,43367864.69,0,2181950166,256539112.1,444386288.1,4363993053,298701.2987,5482085171,9804590.758,1212223195,-1248582603,0,-80494714.59,-858624584.7,-3961945.032,0,8.4422,124.1273,,,4.3775,7920667170,21683932.35,121.6151,0.335,-0.1543,-0.0749,-0.9029,0,0
16466844920,2590833099,13876011821,0,5637504456,12727149826,406807392.8,699553429,2439092785,0.8427,0.0001,0.0583,2493287363,773051881,3446749226,255561497.3,5818368515,9517667699,9829759827,25543550052,3629093724,1558258748,6669596585,7007227695,322778872.3,14447390937,0,16739036495,10602811708,0,-2657126372,-169900553.5,260374331.6,-177146073.7,0,-5724739.657,4383332.873,30081991.7,14547850000,,1.4831,25170121963,3512347839,76.3998,0.0634,0.1866,0.2089,0.1471,0,0
13547507,3683609,9863898,1479587,11672096,18651084,5063153,107205,-12462979,0.7281,-0.92,-0.2464,-12462979,0,2058284,0,16696328,4713710,3824728,8629705,1978726,66000,7537842,683848,242986,9904500,-6306691,15421533,3824728,4533109,-721823,0,0,-10081836,26252144,-278639,-0.7628,0.9439,76834742.4,63780915.4,0.2099,4734364,2147747,55.4548,0.5351,0,0.9414,-0.92,-0.5825,0
1188100000,626500000,561600000,0,138500000,390900000,151600000,-157200000,184200000,0.4727,0.155,0.2767,184200000,0,83600000,0,165200000,924700000,0,2374200000,33600000,24000000,191400000,2251200000,43200000,2681200000,0,-141800000,0,198100000,133300000,0,0,-631600000,329300000,0,2.3382,-1.8,942755560.2,3124555560,1.0613,3090000000,27300000,25.683,-0.2993,0,-0.0835,-0.2159,0,0
870694000,410642000,460052000,0,510168000,720972000,118605000,-6347000,-293147000,0.5284,-0.337,-0.1791,-339422000,16711000,106715000,3163000,584494000,117262000,0,529028000,42284000,7990000,358403000,655707000,0,1224710000,-47239000,-35743000,16711000,35446000,-68825000,0,87315000,-97497000,0,541000,-2.9218,-0.3562,41197471.99,486305472,0.2973,1025181000,55735000,44.7356,0.8291,-0.6187,-0.215,-0.133,0,1
23817000,11541000,12276000,0,64621000,67873000,0,-133522000,724586000,0.5154,30.423,12.6538,724557000,0,6803000,0,581278000,624000,5552505000,5590935000,718000,0,10465000,0,130000,1948177000,0,4220403000,5552505000,3252000,-3488000,0,-74635000,0,0,0,20.1863,117.5763,2019811650,1446601650,0.4207,5554732000,36827500,104.2573,-0.5815,-1,1.9876,-1,0,0
329942000,128446000,201496000,101481000,131045000,256725000,-263000,-18440000,-35252000,0.6107,-0.107,0.0124,-35252000,17224000,165156000,21303000,282219000,24780000,9031000,628664000,45851000,20000000,242802000,42500000,114755000,295462000,3069000,615421000,26255000,25598000,-3999000,-42951000,67381000,1170000,1869000,547000,-0.5993,10.4624,387556939.4,355759939.4,-0.2292,73378000,26188000,182.7047,-3.0583,0.1652,1.9568,0,0.3932,0
13049481124,6122781637,6926699487,0,4705399879,4346998188,0,1141946542,1391963153,0.5308,0.0323,0.1348,1391963153,0,2676639686,105332225.9,5053357294,10033922078,54481425.55,25566647236,2249199638,0,5394905165,2555675325,218422833,9641038055,6441558.442,20978966475,54481425.55,2372012685,-2527230444,-62412866.2,9605557.234,-431778616.7,-9664.7539,0,9.0371,136.2026,12946830000,,3.0789,13470221383,2304445181,74.8668,0.1239,-0.1643,-0.0232,-0.0979,0,0
1002286000,404954000,597332000,29630000,435788000,537941000,14868000,79726000,-33933000,0.596,-0.034,0.0946,-33933000,0,44159000,2971000,109775000,46754000,0,748906000,29766000,18750000,164477000,232515000,30255000,385783000,14009000,472898000,0,72311000,-33289000,1950000,602000,-92538000,11868000,1319000,-0.1506,2.0989,2314153667,2513341667,-3.7738,324106000,30258500,16.0813,0.3451,-0.2782,-0.0823,-0.2783,-0.0043,0
17876669285,10585231736,7291437549,0,0,3168892380,750196386.5,839748625.3,2351924588,0.4079,0.099,0.1461,2395915161,0,2457973291,298507462.7,4442262372,18875883739,639434406.9,39392772977,3043990573,4067556952,8430479183,18376276512,0,27633150039,-13354281.23,15948153967,639434406.9,3019638649,-3168892380,-1295365279,0,542812254.5,-84053417.12,0,4.2621,28.9008,36279200000,,2.5673,34683424980,2887694691,50.1861,0.0769,-0.0045,0.1429,0.1509,0,0
485175000,209278000,275897000,0,127915000,199979000,48467000,25242000,5876000,0.5687,0.012,0.1358,5876000,0,39096000,0,306118000,381282000,0,404470000,11592000,7171000,74526000,718181000,0,813132000,-4600000,-102544000,0,75926000,-45801000,0,0,-11201000,-607000,4058000,0.131,-2.2861,2051889678,2523059678,19.0099,1107232000,11571500,29.4122,0.1747,0,-0.037,0.0233,0,1
1059574000,445998000,613576000,0,249141000,574664000,129786000,-124927000,64945000,0.5791,0.061,0.0272,65299000,0,121528000,0,213659000,2037606000,108858000,3505467000,24143000,29696000,255940000,2341210000,42526000,3145184000,-48083000,573942000,108858000,291873000,-181185000,-862385000,0,916323000,-571000,0,0.9168,8.1024,941410998.2,3266963998,3.2339,4443924000,15454500,41.8637,-0.5648,0,0.7771,0.6823,0,0
9128000000,1597000000,7531000000,0,3975000000,9097000000,1534000000,-1383000000,-1804000000,0.825,-0.221,0.0725,-1804000000,0,819000000,0,1323000000,14377000000,0,23561000000,564000000,656000000,2508000000,17626000000,270000000,22610000000,-366000000,2274000000,0,2184000000,-1188000000,110000000,0,-439000000,0,0,-23.2068,29.2529,570389660,17834389660,-0.9167,30553000000,631000000,32.7492,-2.719,0,-0.1423,-0.0166,0,0
226905000,104604000,122301000,0,66612000,102979000,14860000,2584000,-6101000,0.539,-0.027,-0.0046,-6230000,0,32535000,7046000,61864000,366113000,0,380922000,36148000,17030000,57391000,185989000,4213000,288276000,-2396000,153519000,0,36317000,-31445000,40000,0,975000,239000,0,-0.1168,2.9392,134790121.3,304611121.3,-4.9838,555216000,37164000,52.3359,-0.0096,0.433,0.001,0.0356,0,0
253388000,90290000,163098000,28999000,140768000,169767000,0,-126000,-4751000,0.6437,-0.019,0.0557,-4751000,133959000,14264000,0,197354000,24061000,0,136501000,18631000,0,43344000,0,2204000,45254000,-9642000,288601000,133959000,10437000,-14367000,-2884000,-4943000,-674000,2084000,-426000,-0.0526,3.1946,1386725780,1211736780,-5.9941,186307000,14792500,20.547,0.0573,-1,0.0651,0,0.2063,1
2148612000,324232000,1824380000,0,205475000,913299000,1020770000,71130000,-178728000,0.8491,-0.083,0.0012,-174814000,0,221223000,0,819476000,5923619000,0,11790560000,116396000,96572000,740326000,14208658000,944456000,16417906000,-87774000,-3807870000,0,707824000,-461627000,-30714000,-25744000,-41237000,476000,1116000,-1.5143,-32.2623,2309820000,,-2.5975,20113866000,166191500,37.5807,-0.0075,0,-0.0257,0.0007,0,1
62434573830,18033613445,44400960384,0,8237695078,38036014406,4037214886,1463385354,3759903962,0.7112,0.072,0.0924,4055222089,9896758703,12116446579,1340936375,23926770708,41086434574,2585834334,1.14E+11,20146458583,55620648259,34893157263,66921968788,0,1.38E+11,0,20312124850,12482593037,0,-10794717887,-105642256.9,-1398559424,-196878751.5,2301320528,-409363745.5,0.5179,2.7977,43374420000,,4.4049,1.10E+11,19586387186,70.8342,0.6316,0.2075,0.0614,0.0533,0,0
1634100000,1313100000,321000000,0,182800000,322100000,55100000,10700000,-46900000,0.1964,-0.03,-0.0143,-50500000,1544000000,848700000,0,2492000000,374700000,0,12780000,347500000,0,2328000000,593200000,0,3001700000,41700000,73100000,1543500000,36600000,-29900000,-57800000,-52000000,135300000,0,300000,-1.0958,1.7079,260481104.4,752156104.4,-0.1328,3464200000,299616500,189.5695,0.2667,0,0.1349,0.3844,0,0
5044000000,2359000000,2685000000,0,1689000000,2815000000,170000000,-279000000,153000000,0.5323,0.03,0.018,157000000,100000000,861000000,145000000,1966000000,3434000000,453000000,7329000000,368000000,20000000,918000000,2457000000,223000000,4403000000,-1000000,4269000000,553000000,844000000,-685000000,-197000000,-100000000,-17000000,4000000,0,1.3784,38.4595,3093172510,4831172510,5.0719,7195000000,366500000,62.3047,-2.4773,-0.0397,-0.016,0.0049,0,1
11287509819,0,11287509819,0,0,8714061273,586017282,538098978.8,1449332286,1,0.1005,0.1121,1449332286,0,1598586017,341712490.2,3240377062,8753338570,2760408484,20710919089,2302435192,2629222310,5406912804,12714846819,0,18062843676,0,5888452474,2760408484,1682639434,-1827965436,-144540455.6,0,-200314218.4,0,0,4.5625,18.5369,,,2.1344,22501178319,2186559858,51.6929,0.8014,0.0161,0.0798,0.0012,0,1
